n_document,type_document,date,famille,ligne,reference,designation,quantite,pu_achat,montant_ht,remise,marge
22-12-314,FACTURE,2022-12-06,Produits,Article,TRANC,TRANSFERT LIEU DE DECES VERS CREMATORIUM,1.0,0.0,166.67,0.0,100.0
22-12-314,FACTURE,2022-12-06,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE ET AUTRES,1.0,0.0,166.67,0.0,100.0
22-12-314,FACTURE,2022-12-06,Produits,Article,URN,URNE,1.0,0.0,166.67,0.0,100.0
22-12-314,FACTURE,2022-12-06,Produits,Article,CRCR,CERCUEIL CREMATION,1.0,0.0,658.33,0.0,100.0
22-12-313,FACTURE,2022-12-06,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-12-313,FACTURE,2022-12-06,Produits,Article,AVPT,A VALOIR SUR PIERRE TOMBALE A VENIR,1.0,0.0,6000.0,0.0,100.0
22-12-313,FACTURE,2022-12-06,Services,Article,OFC,OUVERTURE FERMETURE CAVEAU APRES INHUMATION,1.0,0.0,166.67,0.0,0.0
22-12-313,FACTURE,2022-12-06,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,541.67,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,FRC,FRAIS DE CULTE,1.0,0.0,125.0,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,227.27,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,GAD,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE ET AUTRES,1.0,0.0,375.0,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,CBP,CERCUEIL EN BOIS DE CHENE (+4 POIGNETS) INCLUS POTEAU ET PLAQUES GRAVEES,1.0,0.0,666.67,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,CAV2,CAVEAU 2 CASES COMPLET,1.0,0.0,2214.0,0.0,100.0
22-12-313,FACTURE,2022-12-06,Produits,Article,ACH30,ACHAT CONCESSION 30 ANS,1.0,0.0,782.0,0.0,100.0
22-12-312,FACTURE,2022-12-06,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-291.67,0.0,0.0
22-12-312,FACTURE,2022-12-06,Produits,Article,P5,PROMO 5 STELE P1 TARN SAINT SALVY  REF : GO709050,1.0,0.0,2416.67,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,CAV3,CAVEAU 3 CASES,1.0,0.0,2500.0,0.0,100.0
22-12-312,FACTURE,2022-12-06,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-12-312,FACTURE,2022-12-06,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,FRC,FRAIS DE CULTE,1.0,0.0,125.0,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,541.67,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,318.18,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,GA,"GESTION ADMINISTRATIVE : DEMARCHES, TRANSPORT LIEU DE DECES VERS AEROPORT",1.0,0.0,791.67,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,CBC,CERCUEIL EN  BOIS DE CHENE  INCLUS PIQUET ET PLAQUE GRAVEE,1.0,0.0,1000.0,0.0,100.0
22-12-312,FACTURE,2022-12-06,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,291.67,0.0,100.0
22-12-312,FACTURE,2022-12-06,Services,Article,ACPP,ACHAT CONCESSION PERPETUELLE (PANTIN),1.0,0.0,3806.0,0.0,0.0
22-11-311,FACTURE,2022-11-29,Produits,Article,RPM,RETRAIT PM,1.0,0.0,166.67,0.0,100.0
22-11-311,FACTURE,2022-11-29,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-11-311,FACTURE,2022-11-29,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-11-311,FACTURE,2022-11-29,Produits,Article,FRC,FRAIS DE CULTE,1.0,0.0,125.0,0.0,100.0
22-11-311,FACTURE,2022-11-29,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,541.67,0.0,100.0
22-11-311,FACTURE,2022-11-29,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,227.27,0.0,100.0
22-11-311,FACTURE,2022-11-29,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE ET AUTRES,1.0,0.0,375.0,0.0,100.0
22-11-311,FACTURE,2022-11-29,Produits,Article,CBP,CERCUEIL EN BOIS DE PEUPLIER HERMETIQUE INCLUS POTEAU ET PLAQUES GRAVEES,1.0,0.0,666.67,0.0,100.0
22-11-311,FACTURE,2022-11-29,Services,Article,CR2M,CREUSEMENT 2M PLEINE TERRE ET FERMETURE OU OUVERTURE/FERMETURE DE CAVEAU,1.0,0.0,541.67,0.0,0.0
22-11-310,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-310,FACTURE,2022-11-28,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,100.0,300.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-309,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-309,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,4.0,85.0,340.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-11-308,FACTURE,2022-11-28,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-308,FACTURE,2022-11-28,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-11-307,AVOIR,2022-11-28,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,-1.0,0.0,-400.0,0.0,100.0
22-11-307,AVOIR,2022-11-28,Services,Article,FC,FAUSSE CASE,-1.0,0.0,-400.0,0.0,0.0
22-11-306,FACTURE,2022-11-28,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-11-306,FACTURE,2022-11-28,Produits,Article,TRANB,TRANSFERT LIEU DE DECES VERS AEROPORT (BRUXELLE),1.0,0.0,448.33,0.0,100.0
22-11-306,FACTURE,2022-11-28,Produits,Article,GA,"GESTION ADMINISTRATIVE : DEMARCHES ADMINISTRATIVES, LAISSER PASSER PREFECTORAL + LAISSER PASSER CONSULAIRE",1.0,0.0,625.0,0.0,100.0
22-11-306,FACTURE,2022-11-28,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-11-306,FACTURE,2022-11-28,Produits,Article,TC,TAXES CONSULAIRES,1.0,0.0,12.0,0.0,100.0
22-11-306,FACTURE,2022-11-28,Produits,Article,TRANS,TRANSFERT AERIEN PARIS - TLV (VOL TK OU AF),1.0,0.0,2500.0,0.0,100.0
22-11-306,FACTURE,2022-11-28,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,1.0,0.0,708.33,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,PFSB,POSE ET FOURNITURE SEMELLE BETON,1.0,0.0,400.0,0.0,100.0
22-11-305,FACTURE,2022-11-25,Services,Article,FC,FAUSSE CASE,1.0,0.0,400.0,0.0,0.0
22-11-305,FACTURE,2022-11-25,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-11-305,FACTURE,2022-11-25,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,FRC,FRAIS DE CULTE,1.0,0.0,125.0,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,541.67,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,227.27,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE ET AUTRES,1.0,0.0,375.0,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,CBP,CERCUEIL EN BOIS DE PEUPLIER HERMETIQUE INCLUS POTEAU ET PLAQUES GRAVEES,1.0,0.0,666.67,0.0,100.0
22-11-305,FACTURE,2022-11-25,Produits,Article,CF,CREUSEMENT DE FOSSE 2M EN PLEINE TERRE,1.0,0.0,541.67,0.0,100.0
22-11-305,FACTURE,2022-11-25,Services,Article,ACH10,ACHAT CONCESSION 10 ANS,1.0,0.0,226.0,0.0,0.0
22-11-304,FACTURE,2022-11-24,Services,Article,FRACR,FRAIS DE CREMATION ARCEUIL,1.0,0.0,910.0,0.0,0.0
22-11-304,FACTURE,2022-11-24,Services,Article,HON,HONORAIRES,1.0,0.0,333.33,0.0,0.0
22-11-304,FACTURE,2022-11-24,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE,1.0,0.0,250.0,0.0,100.0
22-11-304,FACTURE,2022-11-24,Produits,Article,TRANC,TRANSFERT LIEU DE DECES VERS CREMATORIUM,1.0,0.0,166.67,0.0,100.0
22-11-304,FACTURE,2022-11-24,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE ET AUTRES,1.0,0.0,166.67,0.0,100.0
22-11-304,FACTURE,2022-11-24,Produits,Article,URN,URNE,1.0,0.0,165.83,0.0,100.0
22-11-304,FACTURE,2022-11-24,Produits,Article,CRCR,CERCUEIL CREMATION,1.0,0.0,657.5,0.0,100.0
22-11-303,FACTURE,2022-11-14,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-225.0,0.0,0.0
22-11-303,FACTURE,2022-11-14,Produits,Article,DAL117,FOURNITURE ET POSE D'UN JEU DE DALLES 117,1.0,0.0,130.0,0.0,100.0
22-11-303,FACTURE,2022-11-14,Services,Article,FPM,FRAIS DE POSE MONUMENT,1.0,0.0,410.0,0.0,0.0
22-11-303,FACTURE,2022-11-14,Produits,Article,1SO,1 CASE EN SOUS OEUVRE 1M20,3.0,0.0,3090.0,0.0,100.0
22-11-303,FACTURE,2022-11-14,Services,Article,EX1,EXHUMATION 1 CORPS,1.0,0.0,195.0,0.0,0.0
22-11-303,FACTURE,2022-11-14,Produits,Article,DCM,DEMONTAGE COMPLET DU MONUMENT,1.0,0.0,400.0,0.0,100.0
22-11-302,AVOIR,2022-11-09,Services,Article,FF,FRAIS DE FUNÉRARIUM,-1.0,0.0,-400.0,0.0,0.0
22-11-302,AVOIR,2022-11-09,Services,Article,FRET,FRET AERIEN jusque 150kg,-1.0,0.0,-2600.0,0.0,0.0
22-11-302,AVOIR,2022-11-09,Services,Article,TRA,TRANSFERT FUNE VERS CDG ROISSY,-1.0,0.0,-454.55,0.0,0.0
22-11-302,AVOIR,2022-11-09,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),-1.0,0.0,-375.0,0.0,100.0
22-11-302,AVOIR,2022-11-09,Produits,Article,CZ,CERCUEIL ZINGUE AUX NORMES INTERNATIONALES EN VIGUEUR,-1.0,0.0,-708.33,0.0,100.0
22-11-302,AVOIR,2022-11-09,Services,Article,DEM,DEMARCHES ET FORMALITES ADMINISTRATIVES,-1.0,0.0,-291.67,0.0,0.0
22-11-302,AVOIR,2022-11-09,Services,Article,HON,HONORAIRES,-1.0,0.0,-291.67,0.0,0.0
22-11-301,AVOIR,2022-11-04,Produits,Article,GO4598,MONUMENT GRANIT TARN SAINT SALVY AVEC JARDINIERE,-1.0,0.0,-2198.33,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,CBP,CERCUEIL EN BOIS DE PEUPLIER HERMETIQUE INCLUS POTEAU ET PLAQUES GRAVEES,1.0,0.0,666.67,0.0,100.0
22-11-300,FACTURE,2022-11-03,Services,Article,FC,FAUSSE CASE,1.0,0.0,400.0,0.0,0.0
22-11-300,FACTURE,2022-11-03,Services,Article,SEM,SEMELLE,1.0,0.0,400.0,0.0,0.0
22-11-300,FACTURE,2022-11-03,Services,Article,FF,FRAIS DE FUNÉRARIUM,1.0,0.0,800.0,0.0,0.0
22-11-300,FACTURE,2022-11-03,Produits,Article,TAM,TRANSFERT AVANT MISE EN BIERE,1.0,0.0,590.91,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,ACH30,ACHAT CONCESSION 30 ANS,1.0,0.0,782.0,0.0,100.0
22-11-300,FACTURE,2022-11-03,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-11-300,FACTURE,2022-11-03,Produits,Article,THR,TOILETTE RITUELLE (TAHARA) INCLUS LINCEUL,1.0,0.0,208.33,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,FRC,FRAIS DE CULTE,1.0,0.0,125.0,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,4P,PORTEURS ET MAITRE DE CEREMONIE + INHUMATION (3+1),1.0,0.0,541.67,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,TRAN,TRANSPORT LIEU DE DECES VERS CIMETIERE,1.0,0.0,227.27,0.0,100.0
22-11-300,FACTURE,2022-11-03,Produits,Article,GA,GESTION ADMINISTRATIVE : DEMARCHES MAIRIE + CIMETIERE,1.0,0.0,375.0,0.0,100.0
22-11-300,FACTURE,2022-11-03,Services,Article,CR2M,CREUSEMENT 2M,1.0,0.0,541.67,0.0,0.0
22-11-299,FACTURE,2022-11-03,Services,Article,REM,REMISE COMMERCIALE,1.0,0.0,-2745.0,0.0,0.0
22-11-299,FACTURE,2022-11-03,Produits,Article,NG,Démontage des protections et nettoyage général du chantier (8 et 6bis) (forfait),1.0,0.0,1700.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,REA,Reprise des emmarchements d'accès au jardin (forfait),1.0,0.0,0.0,0.0,0.0
22-11-299,FACTURE,2022-11-03,Produits,Article,PLL,Pose de lames sur lambourdes (m2),8.5,0.0,0.0,0.0,0.0
22-11-299,FACTURE,2022-11-03,Produits,Article,FLT,Fourniture de la lame de terrasse (m2),9.8,0.0,0.0,0.0,0.0
22-11-299,FACTURE,2022-11-03,Produits,Article,RSB,Reprise du soubassement en brique angle de la véranda (forfait),1.0,0.0,1750.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,ETB,Evacuation des terres excédentaires à la benne (ens),1.0,0.0,1130.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,RSO,"Reprise en sous œuvre des poteaux compris terrassement, scellement aciers, ferraillage et bétonnage (u)",2.0,0.0,4640.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,ETC,Evacuation des terres excédentaires par petits camions bennes (FFT),1.0,0.0,950.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,CTEB,Coltinage des terres excédentaires jusqu'à la benne (FFT),1.0,0.0,425.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,RPT,Remise en place des terres par compactage à la pilloneuse (m3),16.63,0.0,665.2,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,FCG,Fourniture et compactage de grave ciment en pied de longrine (m3),2.38,0.0,291.55,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,CLB,Coulage des longrines en béton CHF dosé à 350 kg/m3 (m3),4.75,0.0,1520.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,MPPB,Mise en place d'une pompe à béton avec flèche (u),2.0,0.0,2180.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,MPAM,Mise en place d'attente micropieux (diam.200) (U),9.0,0.0,427.5,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,CL,Coffrage des longrines (kg),5.28,0.0,211.2,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,AL,Armature des longrines (ml),382.8,0.0,1875.72,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,DSF,Décrottage des sous faces de semelles (ml),6.6,0.0,93.72,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,NRF,Mise en place d'étais en phase provisoire en cas de non rigidité des fondations existantes (U),13.0,0.0,143.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,CTR,Coltinage des terres laissées en rive (m3),16.63,0.0,473.96,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,2TSO,"2ème phase de terassement en sous oeuvre par phases alternées 6,6ml x 0,6 m de profondeur x 1,2m de large (m3)",5.54,0.0,1301.9,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,TSO,"1ère phase de terassement jusqu'à la sous face des fondations 6,6ml x 2,3 m de profondeur x1,2 de large (m3)",18.22,0.0,2733.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,FV,Frais de voirie pour dépôt du toilette chimique (45 jours),45.0,0.0,0.0,0.0,0.0
22-11-299,FACTURE,2022-11-03,Produits,Article,PC,Protection circulation chez Mr CAUSSE (6bis)(ens),1.0,0.0,950.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,MPF,Mise en place de protections au droit des façades et aux abords du pavillon jusqu'à l'arrière de la véranda (ens),1.0,0.0,1140.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,ARM,"Amenée et repli des matériaux, mat (Forfait)",1.0,0.0,1615.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,WC,Mise en place d'un WC chimique (2 mois),2.0,0.0,720.0,0.0,100.0
22-11-299,FACTURE,2022-11-03,Produits,Article,APRS,Adaptation d'un pièce pour refectoire et sanitaire (ens),1.0,0.0,522.5,0.0,100.0
22-11-298,FACTURE,2022-11-03,Produits,Article,P4,PROMO 4 TOMBALE ET STELE GRANIT TARN Réf : GO707933,1.0,0.0,1666.67,0.0,100.0
22-11-297,FACTURE,2022-11-03,Produits,Article,GO4598,MONUMENT GRANIT TARN SAINT SALVY AVEC JARDINIERE,1.0,0.0,2198.33,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,FR2,FRET 2 RELIQUAIRES,1.0,0.0,2500.0,0.0,100.0
22-11-296,FACTURE,2022-11-02,Services,Article,HON,HONORAIRES,1.0,0.0,416.67,0.0,0.0
22-11-296,FACTURE,2022-11-02,Produits,Article,TCDG,TRANSFERT ROUTIER CIMETIERE - PARIS CDG,1.0,0.0,181.82,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,EXT,EXHUMATION DANS LE PLUS STRICT RESPECT DE LA HALACHA,1.0,0.0,250.0,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,CDT,CREUSEMENT ET/OU DEPOSE REPOSE TOMBALE,1.0,0.0,700.0,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,ALL,AUTORISATION D'EXHUMER  LAISSEZ PASSER PRÉFECTORAL LAISSEZ PASSER CONSULAIRE,1.0,0.0,666.67,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,TC,TAXES CONSULAIRES,1.0,0.0,24.0,0.0,100.0
22-11-296,FACTURE,2022-11-02,Produits,Article,2R,2 RELIQUIAIRES,1.0,0.0,541.67,0.0,100.0
22-07-267,FACTURE,2022-07-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Produits,Article,MCHF,MAITRE DE CEREMONIE (HORS FORFAIT),1.0,115.0,115.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,95.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-267,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),3.0,100.0,300.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Services,Article,MC,MAITRE DE CEREMONIE,1.0,0.0,110.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CORC,CORBILLARD + CHAUFFEUR,1.0,215.0,180.0,0.0,-19.44
22-07-266,FACTURE,2022-07-29,Produits,Article,PHF,PORTEUR (HORS FORFAIT),1.0,100.0,100.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,CCHF,CORBILLARD AVEC CHAUFFEUR (HORS FORFAIT),1.0,195.0,195.0,0.0,0.0
22-07-266,FACTURE,2022-07-29,Produits,Article,PORT,PORTEUR,3.0,85.0,255.0,0.0,0.0
